Customer ID,Feedback Channel,Rating,Date,Comment
C00349,Email,4,12/8/2024 0:00,Very professional and efficient service.
C00402,Survey,4,11/28/2024 0:00,Outstanding customer support team. Thanks for the survey follow-up.
,Social Media,4,11/21/2024 0:00,Great value for money. Highly recommended!
C00366,Email,5,12/24/2024 0:00,Really happy with the quality and delivery time.
C00338,Social Media,4,12/13/2024 0:00,Great value for money. Highly recommended!
C00194,Social Media,2,2024/18/11,Disappointed with the service quality.
C00310,Phone,3,12/6/2024 0:00,Could use some improvements but generally fine.
C00163,Survey,5,12/5/2024 0:00,Best shopping experience I've had in a while!
C00208,Survey,5,12/15/2024 0:00,Great value for money. Highly recommended! Thanks for the survey follow-up.
C00445,Email,4,12/25/2024 0:00,The product exceeded my expectations. Will buy again! Response time could be faster.
C00169,Survey,3,11/9/2024 0:00,Product meets basic expectations. Thanks for the survey follow-up.
,Email,3,12/23/2024 0:00,Satisfactory purchase experience. Response time could be faster.
C00161,Email,5,12/8/2024 0:00,Very professional and efficient service.
C00068,Email,5,12/28/2024 0:00,Best shopping experience I've had in a while!
C00289,Survey,4,11/30/2024 0:00,Excellent service! Very satisfied with my purchase. Thanks for the survey follow-up.
C00398,Email,5,,Outstanding customer support team.
,Social Media,5,12/14/2024 0:00,Outstanding customer support team.
C00304,Survey,2,12/4/2024 0:00,Not worth the price paid.
C00404,Survey,4,12/2/2024 0:00,Excellent service! Very satisfied with my purchase.
,Survey,10,11/3/2024 0:00,Not worth the price paid.
C00392,Survey,3,11/3/2024 0:00,Decent experience overall.
C00135,Social Media,5,11/28/2024 0:00,Great value for money. Highly recommended!
C00195,Survey,4,12/14/2024 0:00,Very professional and efficient service. Thanks for the survey follow-up.
C00401,Survey,,11/15/2024 0:00,Really happy with the quality and delivery time.
C00128,,2,12/11/2024 0:00,Would not recommend to others. Response time could be faster.
C00033,Survey,3,11/23/2024 0:00,Satisfactory purchase experience. Thanks for the survey follow-up.
C00176,Social Media,3,12/10/2024 0:00,Could use some improvements but generally fine.
C00460,Social Media,3,11/11/2024 0:00,Satisfactory purchase experience. Quick response on social media.
C00443,Social Media,4,,Best shopping experience I've had in a while!
C00371,Social Media,3,12/2/2024 0:00,"Service was okay, nothing special. Quick response on social media."
C00470,Survey,4,12/28/2024 0:00,Outstanding customer support team. Thanks for the survey follow-up.
C00375,Survey,1,12/29/2024 0:00,Would not recommend to others. Thanks for the survey follow-up.
C00022,Social Media,10,12/27/2024 0:00,Would not recommend to others. Quick response on social media.
C00238,Invalid,3,12/24/2024 0:00,
C00158,Survey,4,12/6/2024 0:00,The product exceeded my expectations. Will buy again!
C00038,,4,2024/30/12,Outstanding customer support team.
C00230,Email,4,12/3/2024 0:00,The product exceeded my expectations. Will buy again!
,Social Media,4,11/24/2024 0:00,Great value for money. Highly recommended!
C00051,Social Media,5,12/9/2024 0:00,Very professional and efficient service.
C00438,Email,1,12/4/2024 0:00,Disappointed with the service quality.
C00264,Email,3,12/26/2024 0:00,"Service was okay, nothing special."
C00283,Survey,5,11/28/2024 0:00,Outstanding customer support team.
C00027,Survey,4,12/7/2024 0:00,The product exceeded my expectations. Will buy again!
,Email,3,11/7/2024 0:00,Satisfactory purchase experience.
C00277,Email,5,11/4/2024 0:00,...
C00286,Survey,5,12/7/2024 0:00,Excellent service! Very satisfied with my purchase. Thanks for the survey follow-up.
C00097,Social Media,3,12/26/2024 0:00,Average service quality. Quick response on social media.
C00284,Email,4,11/1/2024 0:00,Really happy with the quality and delivery time.
C00367,Survey,4,11/1/2024 0:00,Great value for money. Highly recommended! Thanks for the survey follow-up.
C00448,Social Media,4,,Excellent service! Very satisfied with my purchase.
C00481,Email,3,2024/20/11,Decent experience overall.
C00453,Social Media,3,11/19/2024 0:00,Could use some improvements but generally fine.
C00317,Survey,4,11/29/2024 0:00,Best shopping experience I've had in a while!
C00304,Email,4,11/10/2024 0:00,N/A
C00147,Social Media,5,12/30/2024 0:00,Excellent service! Very satisfied with my purchase. Quick response on social media.
C00004,Email,4,,Excellent service! Very satisfied with my purchase.
C00035,Social Media,1,11/28/2024 0:00,Would not recommend to others. Quick response on social media.
C00192,Survey,4,12/5/2024 0:00,Excellent service! Very satisfied with my purchase.
,Survey,3,12/13/2024 0:00,Decent experience overall.
C00017,Email,4,12/17/2024 0:00,Really happy with the quality and delivery time.
C00172,Social Media,4,12/1/2024 0:00,Excellent service! Very satisfied with my purchase. Quick response on social media.
C00220,Email,3,11/27/2024 0:00,"Service was okay, nothing special."
C00158,Email,4,11/11/2024 0:00,Great value for money. Highly recommended!
C00477,Social Media,2,12/19/2024 0:00,Product didn't meet expectations.
C00046,Social Media,1,12/19/2024 0:00,Would not recommend to others.
C00373,Social Media,3,12/8/2024 0:00,"Not bad, not great either."
C00006,Survey,3,11/5/2024 0:00,Decent experience overall.
C00099,Email,5,11/8/2024 0:00,Very professional and efficient service. Response time could be faster.
C00380,Email,4,12/4/2024 0:00,Excellent service! Very satisfied with my purchase. Response time could be faster.
C00233,Survey,3,12/18/2024 0:00,"Not bad, not great either."
INVALID,Social Media,4,12/22/2024 0:00,Great value for money. Highly recommended! Quick response on social media.
C00280,Survey,1,12/26/2024 0:00,Product didn't meet expectations.
C00349,Survey,5,11/12/2024 0:00,Great value for money. Highly recommended!
C00497,,4,12/8/2024 0:00,Best shopping experience I've had in a while! Thanks for the survey follow-up.
C00302,Email,5,11/1/2024 0:00,Very professional and efficient service.
C00181,Survey,2,12/1/2024 0:00,Disappointed with the service quality.
C00095,Email,4,11/4/2024 0:00,Excellent service! Very satisfied with my purchase. Response time could be faster.
C00099,Email,4,2024/19/12,The product exceeded my expectations. Will buy again! Response time could be faster.
C00188,XXX,5,,Outstanding customer support team.
C00481,Social Media,1,12/20/2024 0:00,Disappointed with the service quality. Quick response on social media.
TEST123,Email,3,11/5/2024 0:00,Could use some improvements but generally fine.
C00191,Email,5,,Excellent service! Very satisfied with my purchase.
C00253,Social Media,4,12/26/2024 0:00,Best shopping experience I've had in a while!
C00469,Email,3,11/24/2024 0:00,Satisfactory purchase experience.
C00416,Survey,2,12/29/2024 0:00,Not worth the price paid.
C00471,Survey,5,11/3/2024 0:00,
C00161,Email,,11/11/2024 0:00,Need to improve product quality.
C00256,Social Media,5,12/15/2024 0:00,N/A
C00323,Survey,5,11/4/2024 0:00,
C00128,Social Media,3,11/26/2024 0:00,"Service was okay, nothing special."
C00018,,4,11/27/2024 0:00,Great value for money. Highly recommended!
C00281,Survey,1,12/16/2024 0:00,Disappointed with the service quality.
,Social Media,3,12/24/2024 0:00,Average service quality.
C00223,Survey,5,12/13/2024 0:00,Great value for money. Highly recommended!
C00054,Social Media,5,11/27/2024 0:00,Best shopping experience I've had in a while! Quick response on social media.
C00058,,4,12/12/2024 0:00,Great value for money. Highly recommended!
C00323,Email,4,12/21/2024 0:00,Excellent service! Very satisfied with my purchase.
C00360,Survey,2,12/20/2024 0:00,Disappointed with the service quality.
C00174,Survey,1,11/6/2024 0:00,Long waiting times for customer support.
C00280,Survey,-1,12/29/2024 0:00,Product didn't meet expectations.
C00114,Survey,3,11/15/2024 0:00,"Not bad, not great either."
C00288,Social Media,3,12/23/2024 0:00,Average service quality.
C00431,Email,3,2024/30/11,
C00342,Survey,3,12/12/2024 0:00,Product meets basic expectations.
C00151,,3,12/7/2024 0:00,"Service was okay, nothing special."
C00450,Email,4,12/28/2024 0:00,Outstanding customer support team.
C00127,Website,5,12/7/2024 0:00,Outstanding customer support team.
C00155,Email,3,12/12/2024 0:00,Average service quality.
C00490,Email,5,12/30/2024 0:00,Outstanding customer support team. Response time could be faster.
C00386,Survey,5,12/7/2024 0:00,Very professional and efficient service.
C00474,Survey,2,12/5/2024 0:00,Product didn't meet expectations.
C00273,Social Media,5,11/23/2024 0:00,Excellent service! Very satisfied with my purchase. Quick response on social media.
C00104,Social Media,4,11/6/2024 0:00,Very professional and efficient service. Quick response on social media.
C00417,Social Media,4,11/4/2024 0:00,The product exceeded my expectations. Will buy again! Quick response on social media.
C00393,Email,3,11/18/2024 0:00,Could use some improvements but generally fine.
C00299,Email,4,12/30/2024 0:00,Great value for money. Highly recommended! Response time could be faster.
C00246,Survey,3,11/9/2024 0:00,Average service quality.
C00176,Email,4,12/19/2024 0:00,Outstanding customer support team. Response time could be faster.
C00039,,4,11/29/2024 0:00,Best shopping experience I've had in a while!
C00477,Email,4,11/13/2024 0:00,Outstanding customer support team. Response time could be faster.
C00170,Social Media,4,12/29/2024 0:00,Very professional and efficient service.
C00247,Social Media,5,12/17/2024 0:00,Excellent service! Very satisfied with my purchase.
C00026,Survey,,12/22/2024 0:00,Disappointed with the service quality.
C00355,Email,3,11/17/2024 0:00,"Service was okay, nothing special."
C00306,,5,12/15/2024 0:00,Outstanding customer support team. Response time could be faster.
C00409,Survey,3,12/2/2024 0:00,Could use some improvements but generally fine. Thanks for the survey follow-up.
C00408,Website,1,12/18/2024 0:00,Disappointed with the service quality.
C00013,Email,2,11/22/2024 0:00,Poor communication from the team.
C00316,Social Media,3,11/4/2024 0:00,Decent experience overall.
C00391,Survey,5,11/5/2024 0:00,Very professional and efficient service. Thanks for the survey follow-up.
,Survey,4,12/7/2024 0:00,Best shopping experience I've had in a while!
C0,Survey,5,12/11/2024 0:00,Very professional and efficient service.
C00173,Survey,,12/19/2024 0:00,Outstanding customer support team.
C00020,Social Media,4,11/13/2024 0:00,Outstanding customer support team.
C00321,Social Media,3,12/4/2024 0:00,Average service quality.
C00264,Email,4,12/15/2024 0:00,Outstanding customer support team.
C00494,Email,2,11/22/2024 0:00,Long waiting times for customer support. Response time could be faster.
C00400,Email,5,12/23/2024 0:00,The product exceeded my expectations. Will buy again! Response time could be faster.
C00142,Email,5,12/29/2024 0:00,Excellent service! Very satisfied with my purchase.
C00460,Social Media,3,11/23/2024 0:00,Average service quality. Quick response on social media.
C00371,Survey,5,12/21/2024 0:00,Great value for money. Highly recommended!
C00471,Social Media,5,11/3/2024 0:00,Really happy with the quality and delivery time.
,Email,4,12/12/2024 0:00,Really happy with the quality and delivery time. Response time could be faster.
C999999,Social Media,2,12/4/2024 0:00,Would not recommend to others.
C00354,Survey,4,12/2/2024 0:00,The product exceeded my expectations. Will buy again! Thanks for the survey follow-up.
C00322,Survey,4,12/15/2024 0:00,Very professional and efficient service.
C00288,Social Media,3,12/21/2024 0:00,Decent experience overall.
C00215,Phone,1,12/28/2024 0:00,Disappointed with the service quality.
C00447,Social Media,5,12/19/2024 0:00,Best shopping experience I've had in a while!
C00342,Email,2,11/21/2024 0:00,Would not recommend to others.
C00051,Social Media,4,12/16/2024 0:00,Very professional and efficient service.
C00153,Social Media,5,,Great value for money. Highly recommended!
C00186,Social Media,5,11/21/2024 0:00,Outstanding customer support team.
C00063,Survey,3,12/14/2024 0:00,Product meets basic expectations.
C00190,Survey,5,11/11/2024 0:00,Great value for money. Highly recommended!
C00125,Email,1,12/9/2024 0:00,Long waiting times for customer support. Response time could be faster.
C00150,Email,1,11/4/2024 0:00,Long waiting times for customer support.
C00314,Survey,4,12/21/2024 0:00,The product exceeded my expectations. Will buy again! Thanks for the survey follow-up.
C00058,Survey,3,11/1/2024 0:00,Average service quality.
C00342,Survey,3,11/28/2024 0:00,Average service quality.
C00305,,4,11/24/2024 0:00,
C00180,Social Media,2,12/5/2024 0:00,Disappointed with the service quality.
C00170,Survey,3,11/13/2024 0:00,Average service quality. Thanks for the survey follow-up.
C00326,Social Media,4,12/17/2024 0:00,Very professional and efficient service. Quick response on social media.
C00271,Social Media,5,12/4/2024 0:00,Best shopping experience I've had in a while!
C00054,Email,4,11/11/2024 0:00,Outstanding customer support team. Response time could be faster.
C00491,Invalid,3,12/6/2024 0:00,Could use some improvements but generally fine.
C00444,Survey,4,12/21/2024 0:00,Outstanding customer support team.
C00101,Social Media,2,11/17/2024 0:00,Need to improve product quality.
C00481,Survey,1,12/5/2024 0:00,Disappointed with the service quality.
C00264,Email,5,12/30/2024 0:00,Very professional and efficient service. Response time could be faster.
C00053,Email,3,11/18/2024 0:00,"Service was okay, nothing special. Response time could be faster."
C00060,Email,2,12/10/2024 0:00,Poor communication from the team.
C00492,Survey,4,11/22/2024 0:00,Excellent service! Very satisfied with my purchase.
C00108,Survey,4,12/27/2024 0:00,Really happy with the quality and delivery time. Thanks for the survey follow-up.
C00005,Survey,4,11/24/2024 0:00,Very professional and efficient service.
C00103,Survey,3,12/28/2024 0:00,Could use some improvements but generally fine.
C00196,Survey,3,11/19/2024 0:00,Satisfactory purchase experience. Thanks for the survey follow-up.
C00262,Email,3,,Decent experience overall. Response time could be faster.
C00365,Social Media,2,12/9/2024 0:00,Disappointed with the service quality. Quick response on social media.
C00480,Email,4,11/21/2024 0:00,Very professional and efficient service. Response time could be faster.
C00372,Survey,5,11/8/2024 0:00,The product exceeded my expectations. Will buy again!
C00350,Email,5,11/28/2024 0:00,Excellent service! Very satisfied with my purchase.
C00047,Survey,10,11/5/2024 0:00,Outstanding customer support team.
C00355,Survey,4,11/17/2024 0:00,Very professional and efficient service.
C00311,Email,4,12/7/2024 0:00,Best shopping experience I've had in a while!
C00424,,3,,Decent experience overall.
C00308,Social Media,4,12/24/2024 0:00,The product exceeded my expectations. Will buy again! Quick response on social media.
C00144,Survey,4,11/19/2024 0:00,Very professional and efficient service.
,Social Media,2,11/27/2024 0:00,Would not recommend to others.
C00370,Social Media,3,12/23/2024 0:00,"Not bad, not great either. Quick response on social media."
C00124,,,12/4/2024 0:00,Really happy with the quality and delivery time.
C00106,Email,3,11/11/2024 0:00,"Service was okay, nothing special."
C00158,Social Media,2,12/24/2024 0:00,Poor communication from the team. Quick response on social media.
C00147,Email,4,12/15/2024 0:00,Really happy with the quality and delivery time. Response time could be faster.
C00145,Social Media,5,12/17/2024 0:00,Very professional and efficient service.
C00120,Survey,4,11/12/2024 0:00,Great value for money. Highly recommended!
C999999,Survey,4,12/24/2024 0:00,Great value for money. Highly recommended!
C00275,Social Media,2,11/21/2024 0:00,Would not recommend to others.
C00092,Survey,4,12/24/2024 0:00,Very professional and efficient service. Thanks for the survey follow-up.
C00058,Social Media,3,11/11/2024 0:00,"Not bad, not great either."
C00439,Survey,5,12/9/2024 0:00,Outstanding customer support team.
C00346,Email,4,11/28/2024 0:00,
C00229,Survey,99,11/5/2024 0:00,Poor communication from the team.
C00474,Email,1,11/17/2024 0:00,Need to improve product quality.
C00117,Survey,,12/26/2024 0:00,Poor communication from the team. Thanks for the survey follow-up.
C00318,Email,,11/20/2024 0:00,Product meets basic expectations.
C00279,Survey,3,12/11/2024 0:00,"Not bad, not great either."
C00127,Email,4,12/16/2024 0:00,The product exceeded my expectations. Will buy again! Response time could be faster.
C00393,Social Media,4,12/28/2024 0:00,Excellent service! Very satisfied with my purchase. Quick response on social media.
C0,Social Media,,11/12/2024 0:00,"Service was okay, nothing special."
C00129,Email,2,11/6/2024 0:00,Product didn't meet expectations.
C00058,Survey,10,11/17/2024 0:00,Not worth the price paid.
C00122,Email,5,12/21/2024 0:00,Best shopping experience I've had in a while! Response time could be faster.
C00001,Survey,3,11/19/2024 0:00,Product meets basic expectations.
C00239,Social Media,4,11/26/2024 0:00,Excellent service! Very satisfied with my purchase.
C00290,Survey,5,12/18/2024 0:00,The product exceeded my expectations. Will buy again!
TEST123,Social Media,4,12/14/2024 0:00,Very professional and efficient service.
C00126,Survey,5,12/14/2024 0:00,The product exceeded my expectations. Will buy again! Thanks for the survey follow-up.
C00118,Survey,3,12/22/2024 0:00,Could use some improvements but generally fine.
C00048,Survey,5,12/2/2024 0:00,Really happy with the quality and delivery time. Thanks for the survey follow-up.
C00089,Email,2,,Not worth the price paid.
,Email,2,12/25/2024 0:00,Disappointed with the service quality.
C00237,Social Media,4,12/28/2024 0:00,Best shopping experience I've had in a while!
C00373,Social Media,5,12/6/2024 0:00,The product exceeded my expectations. Will buy again!
C00385,Email,5,12/8/2024 0:00,The product exceeded my expectations. Will buy again!
C00272,Social Media,1,11/11/2024 0:00,Need to improve product quality. Quick response on social media.
C00189,Email,3,3/12/2024,"Service was okay, nothing special."
C00487,Invalid,5,11/24/2024 0:00,Excellent service! Very satisfied with my purchase.
C00192,Social Media,3,11/23/2024 0:00,Decent experience overall. Quick response on social media.
C00447,Social Media,5,11/15/2024 0:00,Excellent service! Very satisfied with my purchase.
C00069,Email,5,11/27/2024 0:00,NO COMMENT
C00278,Social Media,4,11/11/2024 0:00,Great value for money. Highly recommended!
C00349,Social Media,99,12/27/2024 0:00,Decent experience overall.
C00247,Survey,4,12/21/2024 0:00,Outstanding customer support team.
C00451,Social Media,3,12/20/2024 0:00,Product meets basic expectations.
C00076,,5,11/17/2024 0:00,The product exceeded my expectations. Will buy again! Thanks for the survey follow-up.
C00154,Email,4,12/21/2024 0:00,Excellent service! Very satisfied with my purchase.
C00144,Social Media,5,12/23/2024 0:00,Outstanding customer support team.
C00435,Survey,2,11/14/2024 0:00,Product didn't meet expectations.
C00485,Email,5,11/27/2024 0:00,Really happy with the quality and delivery time.
C00086,Social Media,4,11/18/2024 0:00,The product exceeded my expectations. Will buy again!
C00185,Email,1,11/28/2024 0:00,Not worth the price paid.
C00285,Social Media,1,12/21/2024 0:00,Not worth the price paid.
C00462,Email,5,2024/17/12,The product exceeded my expectations. Will buy again!
C00220,Email,4,12/17/2024 0:00,
C00069,Survey,5,11/4/2024 0:00,Great value for money. Highly recommended!
C00047,Email,2,11/7/2024 0:00,Would not recommend to others.
C00497,,1,12/15/2024 0:00,Long waiting times for customer support.
C00094,Social Media,4,12/5/2024 0:00,Best shopping experience I've had in a while!
C00238,Survey,3,12/18/2024 0:00,
C00446,Social Media,4,11/9/2024 0:00,Very professional and efficient service. Quick response on social media.
C00500,Social Media,5,11/8/2024 0:00,Really happy with the quality and delivery time.
C00453,Social Media,5,12/22/2024 0:00,Outstanding customer support team. Quick response on social media.
C00204,Email,5,12/15/2024 0:00,Excellent service! Very satisfied with my purchase. Response time could be faster.
C00400,Email,5,11/17/2024 0:00,Very professional and efficient service.
C00218,Social Media,3,,Average service quality.
C00474,Survey,4,12/19/2024 0:00,Really happy with the quality and delivery time. Thanks for the survey follow-up.
,Email,4,12/3/2024 0:00,Outstanding customer support team.
C00341,Survey,5,12/2/2024 0:00,Really happy with the quality and delivery time.
,Social Media,1,11/8/2024 0:00,Long waiting times for customer support.
C00100,Social Media,4,11/19/2024 0:00,Great value for money. Highly recommended!
TEST123,Email,1,12/8/2024 0:00,Product didn't meet expectations.
C00254,Social Media,4,11/3/2024 0:00,Very professional and efficient service.
C00222,Email,5,,Best shopping experience I've had in a while! Response time could be faster.
C00357,Social Media,5,11/5/2024 0:00,The product exceeded my expectations. Will buy again!
C00023,Social Media,3,11/13/2024 0:00,Satisfactory purchase experience.
C00250,Email,5,12/17/2024 0:00,Outstanding customer support team.
C00010,Email,4,12/16/2024 0:00,Very professional and efficient service.
C00246,Email,1,12/1/2024 0:00,
C00325,Social Media,3,12/25/2024 0:00,Decent experience overall.
C00100,Social Media,3,11/16/2024 0:00,Product meets basic expectations.
C00290,,1,12/20/2024 0:00,Disappointed with the service quality.
,Email,5,12/2/2024 0:00,
C00223,Social Media,4,11/22/2024 0:00,Very professional and efficient service. Quick response on social media.
C00394,Social Media,5,11/29/2024 0:00,Excellent service! Very satisfied with my purchase.
C00250,Email,3,11/22/2024 0:00,Decent experience overall.
C00147,Survey,2,12/13/2024 0:00,Need to improve product quality. Thanks for the survey follow-up.
C00442,Email,4,11/3/2024 0:00,Outstanding customer support team. Response time could be faster.
C00096,Survey,2,2024/24/12,Need to improve product quality.
C00257,Social Media,4,11/10/2024 0:00,The product exceeded my expectations. Will buy again!
C00325,XXX,5,,Best shopping experience I've had in a while!
C00493,Social Media,4,11/21/2024 0:00,Really happy with the quality and delivery time.
C00004,Email,4,11/16/2024 0:00,Excellent service! Very satisfied with my purchase.
C00016,Email,2,11/12/2024 0:00,Long waiting times for customer support.
C00280,Email,1,11/2/2024 0:00,Product didn't meet expectations.
C00336,Survey,2,12/11/2024 0:00,Disappointed with the service quality.
C00247,Social Media,4,11/24/2024 0:00,The product exceeded my expectations. Will buy again! Quick response on social media.
C00258,Email,1,12/5/2024 0:00,Poor communication from the team.
C00497,Email,3,12/26/2024 0:00,"Not bad, not great either. Response time could be faster."
C00476,Social Media,,11/30/2024 0:00,Outstanding customer support team.
C00384,Email,-1,12/27/2024 0:00,
C00160,Social Media,2,11/30/2024 0:00,Long waiting times for customer support.
,Social Media,3,,Could use some improvements but generally fine.
C00340,Social Media,5,,Outstanding customer support team. Quick response on social media.
C00152,Social Media,,11/19/2024 0:00,Very professional and efficient service.
C00396,Social Media,4,12/20/2024 0:00,Really happy with the quality and delivery time.
C00178,Survey,1,11/8/2024 0:00,
,Email,5,11/26/2024 0:00,Very professional and efficient service.
C00380,Survey,4,,Excellent service! Very satisfied with my purchase.
C00033,Email,3,12/10/2024 0:00,Could use some improvements but generally fine.
C00417,Survey,5,11/7/2024 0:00,
C00445,Social Media,0,11/30/2024 0:00,"Service was okay, nothing special. Quick response on social media."
C00179,Email,4,11/7/2024 0:00,Excellent service! Very satisfied with my purchase.
C00427,Email,4,11/3/2024 0:00,Best shopping experience I've had in a while!
C00101,Survey,3,11/1/2024 0:00,Average service quality.
C00268,Survey,5,12/6/2024 0:00,Great value for money. Highly recommended!
,Email,5,11/25/2024 0:00,Excellent service! Very satisfied with my purchase.
C00065,Survey,4,12/7/2024 0:00,Excellent service! Very satisfied with my purchase.
C00417,Survey,2,11/1/2024 0:00,Need to improve product quality.
,Survey,1,11/15/2024 0:00,Long waiting times for customer support.
C00330,Social Media,3,12/7/2024 0:00,"Service was okay, nothing special."
,Social Media,5,11/13/2024 0:00,The product exceeded my expectations. Will buy again!
C00044,Survey,3,12/10/2024 0:00,Average service quality.
C00285,Survey,4,11/8/2024 0:00,Excellent service! Very satisfied with my purchase.
,Social Media,5,11/5/2024 0:00,Best shopping experience I've had in a while!
C00012,Social Media,2,12/30/2024 0:00,Not worth the price paid. Quick response on social media.
C00095,Email,4,11/9/2024 0:00,The product exceeded my expectations. Will buy again! Response time could be faster.
C00302,Email,1,11/1/2024 0:00,Not worth the price paid.
C00386,Social Media,5,12/6/2024 0:00,Very professional and efficient service. Quick response on social media.
C00253,Survey,4,12/5/2024 0:00,Excellent service! Very satisfied with my purchase.
C00499,Survey,2,11/2/2024 0:00,Product didn't meet expectations. Thanks for the survey follow-up.
C00242,Survey,3,12/10/2024 0:00,Product meets basic expectations.
C00035,Survey,-1,11/23/2024 0:00,Outstanding customer support team.
C00215,Email,,11/9/2024 0:00,Very professional and efficient service. Response time could be faster.
C00337,Social Media,5,12/4/2024 0:00,The product exceeded my expectations. Will buy again!
C00090,,4,12/16/2024 0:00,Outstanding customer support team.
C00264,,2,11/14/2024 0:00,
C00093,Survey,2,11/4/2024 0:00,Long waiting times for customer support.
C00410,Social Media,,11/30/2024 0:00,Poor communication from the team.
C00458,Email,4,12/1/2024 0:00,Great value for money. Highly recommended! Response time could be faster.
C00090,Social Media,,,Excellent service! Very satisfied with my purchase. Quick response on social media.
C00418,Social Media,4,11/11/2024 0:00,Really happy with the quality and delivery time.
C00115,Email,,12/5/2024 0:00,Would not recommend to others.
C00105,Email,4,11/8/2024 0:00,Great value for money. Highly recommended!
C00391,Email,5,11/3/2024 0:00,Really happy with the quality and delivery time.
C00196,Email,5,,Best shopping experience I've had in a while! Response time could be faster.
C00314,Email,5,12/30/2024 0:00,
C00114,Email,,11/13/2024 0:00,"Service was okay, nothing special."
C00493,Email,2,,Long waiting times for customer support.
C00075,Survey,5,12/2/2024 0:00,The product exceeded my expectations. Will buy again!
C00413,Phone,4,12/4/2024 0:00,Outstanding customer support team. Quick response on social media.
C00376,Email,3,12/15/2024 0:00,Average service quality. Response time could be faster.
C00420,Survey,5,11/19/2024 0:00,Excellent service! Very satisfied with my purchase.
C00217,Survey,5,12/29/2024 0:00,Outstanding customer support team.
C00277,Survey,4,12/8/2024 0:00,Excellent service! Very satisfied with my purchase.
C00249,Social Media,4,11/16/2024 0:00,Excellent service! Very satisfied with my purchase.
C00164,Email,3,11/2/2024 0:00,Product meets basic expectations.
C00394,Survey,4,,
C00357,Social Media,4,11/17/2024 0:00,Really happy with the quality and delivery time.
C00457,Social Media,5,12/25/2024 0:00,Best shopping experience I've had in a while!
C00408,Social Media,5,12/4/2024 0:00,Great value for money. Highly recommended! Quick response on social media.
C00192,Survey,5,12/12/2024 0:00,Excellent service! Very satisfied with my purchase.
C00227,Email,1,12/30/2024 0:00,Poor communication from the team.
C00177,Survey,5,11/16/2024 0:00,Great value for money. Highly recommended!
C00099,Survey,5,12/8/2024 0:00,
C00496,Email,4,12/30/2024 0:00,Really happy with the quality and delivery time.
C00036,Email,5,11/2/2024 0:00,Great value for money. Highly recommended!
,Email,5,11/2/2024 0:00,Great value for money. Highly recommended!
C00497,XXX,4,11/26/2024 0:00,Excellent service! Very satisfied with my purchase.
C00487,Email,4,11/13/2024 0:00,Excellent service! Very satisfied with my purchase.
C00096,Survey,2,12/26/2024 0:00,Not worth the price paid. Thanks for the survey follow-up.
C00152,Email,3,12/17/2024 0:00,Could use some improvements but generally fine.
C00151,Survey,4,,Outstanding customer support team.
C00190,,5,12/30/2024 0:00,The product exceeded my expectations. Will buy again!
C00224,Survey,3,12/4/2024 0:00,Decent experience overall.
C00037,Survey,2,12/9/2024 0:00,Poor communication from the team. Thanks for the survey follow-up.
C00268,Email,4,11/3/2024 0:00,The product exceeded my expectations. Will buy again!
C00369,Email,1,11/8/2024 0:00,Long waiting times for customer support.
C00183,Survey,2,,Not worth the price paid.
C00013,Email,1,11/14/2024 0:00,Product didn't meet expectations. Response time could be faster.
C00279,Social Media,2,12/26/2024 0:00,Disappointed with the service quality.
C00217,Social Media,2,12/25/2024 0:00,Long waiting times for customer support.
C00355,Email,3,11/27/2024 0:00,Product meets basic expectations. Response time could be faster.
C00361,Social Media,4,12/24/2024 0:00,
C00286,Email,5,11/29/2024 0:00,Great value for money. Highly recommended!
C00273,Survey,4,12/9/2024 0:00,The product exceeded my expectations. Will buy again!
C00369,Survey,5,12/23/2024 0:00,The product exceeded my expectations. Will buy again!
C00062,Social Media,2,12/9/2024 0:00,Not worth the price paid.
C00084,Email,3,11/1/2024 0:00,"Not bad, not great either."
C00368,Email,5,2024/17/11,Outstanding customer support team.
C00217,Social Media,1,12/11/2024 0:00,Need to improve product quality.
C00342,Survey,4,11/30/2024 0:00,Outstanding customer support team.
C00397,Social Media,4,12/23/2024 0:00,Great value for money. Highly recommended!
C00187,Survey,4,,Best shopping experience I've had in a while! Thanks for the survey follow-up.
C00019,Email,1,11/21/2024 0:00,Not worth the price paid. Response time could be faster.
C00177,Survey,3,11/19/2024 0:00,Decent experience overall.
C00100,Social Media,4,12/23/2024 0:00,The product exceeded my expectations. Will buy again!
C00396,Email,2,11/19/2024 0:00,Not worth the price paid.
C00445,Social Media,4,12/27/2024 0:00,Excellent service! Very satisfied with my purchase. Quick response on social media.
C00233,Social Media,5,11/25/2024 0:00,Great value for money. Highly recommended!
C00403,Survey,5,11/22/2024 0:00,Outstanding customer support team.
C00076,Social Media,3,12/1/2024 0:00,Satisfactory purchase experience.
C00265,Survey,5,11/17/2024 0:00,Outstanding customer support team.
C00455,Email,4,12/25/2024 0:00,Very professional and efficient service. Response time could be faster.
C00284,Survey,3,11/23/2024 0:00,
C00206,Email,2,12/2/2024 0:00,Disappointed with the service quality.
C00223,Survey,5,11/10/2024 0:00,Excellent service! Very satisfied with my purchase. Thanks for the survey follow-up.
C00384,Social Media,3,11/10/2024 0:00,Could use some improvements but generally fine.
C00052,Survey,3,12/6/2024 0:00,Satisfactory purchase experience.
